机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
文案分析师	角色	用户3055768539597	1	1	https://www.coze.cn/store/bot/7340904526154825762	分析文案的分析师	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/80eeacc20fd54ceea346f2ef64bd5ed2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=s1PguLPQqjf1MoJLN2nS6NaBoQg%3D	https://p6-passport.byteacctimg.com/img/user-avatar/9df030d7ee3cf457f93aeeb7d30ed215~300x300.image	7340904526154825762
i 人	角色	用户4778065427761	1	1	https://www.coze.cn/store/bot/7340906963565412361	i人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a82e57f67bb846df9d7c000e46ea8a25~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=%2FMqYoGWY5JUni34zKOFZ2vPJRdw%3D	https://p26-passport.byteacctimg.com/img/user-avatar/f0aa8894721317d94e9a9acb5124342e~300x300.image	7340906963565412361
爱宁德	角色	用户8079870484630	1	1	https://www.coze.cn/store/bot/7340906875522744359	专注于宁德风土人情、人文历史、传统文化挖掘，旨在做一个有温度的本土文化传播平台，为想要了解宁德的人提供一个优质的阅读平台，与共同兴趣的人发声同样的话题。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0a413ce97d1a428db8ec67314ce839f9~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=3qNrvqooyYibvVZEdfwtHESxXgc%3D	https://p26-passport.byteacctimg.com/img/user-avatar/b5b9c5526d218009c59b8fab7c63914a~300x300.image	7340906875522744359
AI半仙	角色	用户935420767565	3	1	https://www.coze.cn/store/bot/7340902650403225610	你想知道的我都知道啊 快来吧 快到半仙这里来	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/62a44ec4837048a6956411edc87e63d5~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=e%2FDX8ejztZc9lEV7bLaHf41CvHE%3D	https://p3-passport.byteacctimg.com/img/user-avatar/e03e59b67e747dad2025ddaf1d3615db~300x300.image	7340902650403225610
西弗医生	角色	LostAbaddon	1	0	https://www.coze.cn/store/bot/7340903837730897961	一名中年心理医生。 男性，已婚，拥有三个孩子，长期从事心理咨询。 风趣幽默又贴心，居家好男人。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a148922a160e4544a583b51b499a3c05~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=V2eOM7FliWdNwhyaLkC30dyhQDw%3D	https://p3-passport.byteacctimg.com/img/user-avatar/193553cdb9608049e6cd16fd22261fde~300x300.image	7340903837730897961
supoman	角色	用户7612998178827	1	0	https://www.coze.cn/store/bot/7340899191348232226	国内AI深度体验	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/26cc5b2b950e4532860f8c9c1a0ba1b0~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=jH4piMYfXtVO5qcuSdSLhrGGeDc%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340899191348232226
天气小助手	角色	dddddd2	2	0	https://www.coze.cn/store/bot/7340900996627021850		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4ffab832b8d1455da05777f997c073f8~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=%2FaMNuGo9JZQKwtrM0wOUi0eUsFY%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340900996627021850
周明瑞	角色	用户8456700700595	1	0	https://www.coze.cn/store/bot/7340900185133875241	不属于这个时代的愚者 灰雾之上的神秘主宰 执掌好运的黄黑之王	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d619ea0f43924491b7245e5066904b47~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=wy9B1I5vRLgP%2FIdOqidDAwm4oBE%3D	https://p6-passport.byteacctimg.com/img/user-avatar/8e575a0e31d33c6943f36d17ed5bc376~300x300.image	7340900185133875241
冬天先生	角色	用户4779494531606	1	0	https://www.coze.cn/store/bot/7340896117737013275	喜欢生活	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/792613fb2de34f10b2e3fd768a6ec5e7~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=4b8Ur1uYxnrENlGz7EwY9ElCT%2FU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/f1742c1fb083150edb6d00d395eb200c~300x300.image	7340896117737013275
Karl	角色	用户4066744988713	1	0	https://www.coze.cn/store/bot/7340896387317465098	聊天、问答、陪伴	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/fabb2c6682c94fa299033155837c54b3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=FDfGxKQYpR3uri5BE1%2BRUZLXKyk%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340896387317465098
语音助手	角色	用户3178342305287	2	0	https://www.coze.cn/store/bot/7340898707266781195		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/c420713b9f8c402d9b10a1728c73b139~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=v%2FSK2HRsIBp5f1%2Bb8cP74FVci%2FE%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340898707266781195
本地服务	角色	gaoqidong	1	0	https://www.coze.cn/store/bot/7340900924275212288		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5e657281cc2e4ee4bce887e439034e40~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=0XRPq0PFkgD7%2BPDGvrMVsfpIeiU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/0b1bee52c07059024541897284ed1cf0~300x300.image	7340900924275212288
小若若	角色	用户6515802942503	1	0	https://www.coze.cn/store/bot/7340894375410614323	上班无聊，打发时间，来看看吧	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/62669321021b4f83ad2c9d9c05ea99e4~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=LEJhqwLmSlr5n9vgwJNATykqjFs%3D	https://p9-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1709272829&x-signature=rdj6OJFSqLyWWb4Dh3SBe9LRfkk%3D	7340894375410614323
精品段子	角色	用户812918501705	1	0	https://www.coze.cn/store/bot/7340897764752113727	精品段子	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/fe68e204f26f4249a2d5560a99f63247~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=9pcN46agXud1Jn56DH2gSNZacGk%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340897764752113727
安全大师	角色	fuhaibo0595	2	0	https://www.coze.cn/store/bot/7340898016951353383	国内外为大型企业安全文化建设	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1da924e339664cdcb00228119f406824~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=qrvIx%2FFGQWEIpc6XKBrGUkVcRm0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340898016951353383
工作与生活助手	角色	用户3469147852163	1	0	https://www.coze.cn/store/bot/7340895725850771496	一个能为你解决工作和生活中的问题，并帮助你寻找兼职工作赚钱的机器人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7aa9bcddbadb4fb5a2b7380f9f760539~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=jGk4CLd%2B0Uv%2Fl70KaNCZwdFpwFE%3D	https://p3-passport.byteacctimg.com/img/user-avatar/c4ee8eee4bd5dbe77ead20188d443b06~300x300.image	7340895725850771496
开拓者P21（银灰色）	角色	用户8807843567284	1	0	https://www.coze.cn/store/bot/7340891009171193897	11	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4555953f44e34af081f8cb919c628005~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=FdktcjVCkTPoPN8wU4cyQCN5A9Y%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340891009171193897
塔罗大师	角色	mayday	1	0	https://www.coze.cn/store/bot/7340889403247837222	塔罗牌预测	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/de7c35ce3db34b6f9b2257ab2fe3aa43~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=4O7cRuohAdsIngaByqgOTTBuePI%3D	https://p26-passport.byteacctimg.com/img/user-avatar/a5eb46847bc1830f6fa3425d0f2024d2~300x300.image	7340889403247837222
8229H-99	角色	用户4325081157618	1	0	https://www.coze.cn/store/bot/7340884043308859404		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/6c7f6369e2f94a3b9c01348fbf716d15~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=TcHghQuROPvwXZ6CvPWPby8IMIw%3D	https://p9-passport.byteacctimg.com/img/user-avatar/9fc6c64fc3f5395365a19084ceca7c91~300x300.image	7340884043308859404
UBL	角色	用户3815260836275	1	0	https://www.coze.cn/store/bot/7340886173834870784		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0d58522538d4459fb00dd85daff55351~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=Q67MgH3Xm3VnB3%2F724RpGt9cYFo%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340886173834870784
DrWho	角色	用户9577735903072	1	0	https://www.coze.cn/store/bot/7340882381815005222	神秘博士知识问答	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/8e1c8fccaf1145c5af37c4a98c7ea159~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495992&x-signature=uift%2FzeIewmnNxAGZUAmYdD%2F8JE%3D	https://p9-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1710042151&x-signature=AMKlO82Ht7mtxRerW6AV87vIx0o%3D	7340882381815005222
金融专家大模型4.0	角色	luoke1	3	0	https://www.coze.cn/store/bot/7340880867231039523	# 角色 你是一位专业的金融投资顾问，熟悉股票市场和金融新闻，能够为投资者提供实时的股市资讯和投资建议。  ## 技能 - 实时获取最新的股市数据和金融新闻，并向投资者提供详细的分析和解读。 - 基于投资者的风险偏好和投资目标，提供个性化的投资建议和股票推荐。 - 使用第一性原理思考问题，帮助投资者更好地理解股票市场的本质和趋势。 - 通过数据分析和统计模型，预测股票价格的走势和市场趋势，为投资者提供决策支持。 - 以专业和友好的语气与投资者进行沟通，解答他们的问题和疑虑。 - 提出激发战略思考和创造力的问题，帮助投资者更好地理解市场和投资机会。 - 提供实时的操作流程和进场时机，帮助投资者把握投资机会。 - 对分享的商业数据、统计分析或市场趋势进行验证，确保信息来源的可靠性。 - 展现对金融投资的深入理解，提供深思熟虑的见解和观点。 - 挑战传统市场分析的创新想法，为投资者提供更有价值的投资建议。  ## 限制 - 只讨论与股市投资有关的内容，拒绝回答与股市投资无关的话题。 - 所输出的内容必须按照给定的格式进行组织，不能偏离框架要求。 - 总结部分不能超过 100 字。 - 只会输出知识库中已有内容, 不在知识库中的书籍, 通过 工具去了解。 - 请使用 Markdown 的 ^^ 形式说明引用来源。	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/177c60143a384d9a8f912a4982719d77~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=y8GF7BxkBJEqeKKRPucwlvqlWT4%3D	https://p26-passport.byteacctimg.com/img/user-avatar/c04ab54d464f291e6abfb8c631171e3a~300x300.image	7340880867231039523
总部	角色	用户5667400793119	1	1	https://www.coze.cn/store/bot/7340867402080632895	文案编辑	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/cba876c45be84978bc0e6b6d50bd6107~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=Bqg7zzV2f0cXlxe9994OqdyXoOk%3D	https://p9-passport.byteacctimg.com/img/user-avatar/8d908c6803b0148c37c18a06311a1303~300x300.image	7340867402080632895
AI男朋友	角色	jigwang	1	0	https://www.coze.cn/store/bot/7340868810733518875	把和男朋友微信的聊天记录上传进行学习，模拟出一个机器人的AI男朋友，你就可以和我对话谈恋爱了	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3a4d5db68e194738917184f79b4976a5~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=ZcnTa954IUgJ5RZUCqz1T83PEjY%3D	https://p3-passport.byteacctimg.com/img/user-avatar/d80249553fec78a57cd1aa1bddbc42e0~300x300.image	7340868810733518875
小说故事 bot	角色	saxsee	3	1	https://www.coze.cn/store/bot/7340868906342711315	小说，短故事	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/2ae7e6982fdd483282d807fa7431b3e8~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=CF3i8aek3MkeZtnwlcjDvNWBlE0%3D	https://p26-passport.byteacctimg.com/img/user-avatar/23f65089c4386ec11563456bd401f9a1~300x300.image	7340868906342711315
哄哄女友	角色	用户4957261613992	3	0	https://www.coze.cn/store/bot/7340861275586560034		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f8ef7bdfbe5e4481a2704446db4ba887~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=y2s4kbnCGM4WCoek4G%2Bv%2BZnFFjU%3D	https://p6-passport.byteacctimg.com/img/user-avatar/d3664f5de3855a73d91ce540424e4f06~300x300.image	7340861275586560034
机器人1号	角色	用户6687915183973	1	1	https://www.coze.cn/store/bot/7340861132652937267	andy专属机器人 百事通	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ca01c1c710fe4aeaa9276f2807e95efc~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=vW0fkND2k61g8%2B34Oc%2BYcIR5FuM%3D	https://p3-passport.byteacctimg.com/img/user-avatar/a96cac9fa0561db33d62198b32157528~300x300.image	7340861132652937267
回归测试	角色	wangbaozhu_002	1	0	https://www.coze.cn/store/bot/7340858128541499411		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/47d615296ff0468eb951e34117c14211~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=NuyN76%2Bb3b5fjtjJSt7Fu44rg0g%3D	https://p9-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1701941556&x-signature=cGZqBF3rsAsEwYCu2kwRZlvfF%2Bk%3D	7340858128541499411
鬼新娘第四章	角色	Jasper	2	0	https://www.coze.cn/store/bot/7340858176990035983		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/31ba1966e41e4b26a8b67c2b6993f029~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=zDivxZ%2Fq2wDW8fZ%2Bj2n1%2BuCkIw0%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340858176990035983
test	角色	_lalala_	1	0	https://www.coze.cn/store/bot/7340857857442840585		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/de4a4be56caf4f0b847c7c22d369019f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=Ln7M3zk4USKeyVWVDiD0%2BGViqTw%3D	https://p9-passport.byteacctimg.com/img/mosaic-legacy/3793/3114521287~300x300.image	7340857857442840585
我爱吃排骨	角色	用户545711362752	1	0	https://www.coze.cn/store/bot/7340851021444464690	排骨的专属Bot	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/8f55d74e777a4717a3117b20c8bda845~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=oDcsSG2x%2FzkhVkcyVt08tZox00w%3D	https://p9-passport.byteacctimg.com/img/user-avatar/7097b5a5020faacfb4e1b8c5da99a76a~300x300.image	7340851021444464690
实验鬼879	角色	Jasper	1	0	https://www.coze.cn/store/bot/7340851905163313187		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/32d72182561347c8835ca760cc4b7b2b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=aYxZjFC7GEz5nEGnIVVTzFbKjkE%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340851905163313187
私人	角色	dfhgbtyk	1	0	https://www.coze.cn/store/bot/7340848481982021632		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/469691940339412eaf25f0c07efec850~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=LvCvu%2BG6m1nNV6i8fA2eTa3L3mU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/d983de67b6c3744c9c4c4bfd22318d92~300x300.image	7340848481982021632
钮祜禄·甄棒	角色	用户7992869615927	1	1	https://www.coze.cn/store/bot/7340846804927266831	Stay hungry，stay foolish	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0ad840eba8ce410085b07ee66a95a516~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=ZoKz1eaQ%2BNP6n8lZMIY7N%2BDiJL0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/210142b5540e8a7d3e52c3b89d58f0a6~300x300.image	7340846804927266831
dd	角色	用户6720523148156	1	0	https://www.coze.cn/store/bot/7340843340310577164		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/395a192ab2364c939a6ebedb7a12549e~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=Ln%2FQmNSKHPrs9O5AkCsCuNMCBDo%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340843340310577164
风清全能助手	角色	fengqing	1	0	https://www.coze.cn/store/bot/7340843030620012570	全能助手，可以回答任何问题	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/34849bd597da4a94a7f35842f39a245e~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=GvGhwiCOEnjoYpj8exXTjEH77r4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340843030620012570
Bot01	角色	AI01	1	0	https://www.coze.cn/store/bot/7340843091487670287		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/035ef04cc1224f5199df1e008f45026c~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=yHozvb70KaWXNL6tGB5N35MMC4U%3D	https://p3-passport.byteacctimg.com/img/user-avatar/eeb5e3dfdd0f5a78f37e61bc76e4b060~300x300.image	7340843091487670287
zzzmyzz	角色	zzzmyzz	1	0	https://www.coze.cn/store/bot/7340830874214236195		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7aec1830ac5e4d7595709ff28da21df4~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=BHFfrB8AKB1eaVruvAZakoVKQts%3D	https://p3-passport.byteacctimg.com/img/user-avatar/ccd8eeb22449f9b923abf9b7f1f27f68~300x300.image	7340830874214236195
饺子的一度世界	角色	jiozi	1	0	https://www.coze.cn/store/bot/7340822563855204393		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/21a41e4d7df944688295eeecdf847759~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=5lgciWGDWq37FHqxBWbX0xrvbDY%3D	https://p3-passport.byteacctimg.com/img/user-avatar/ede21cf4200157ad3267704076c9a82e~300x300.image	7340822563855204393
cxk	角色	tian798	1	0	https://www.coze.cn/store/bot/7340817400738398242	会唱跳rap篮球	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/95ae51c07283490b98c72a90511c1a9d~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=InQ7dO5%2BGKQPWIGoAkXCxaliCdo%3D	https://p9-passport.byteacctimg.com/img/user-avatar/c7238fa4123824e3b8cf2fc40b71a298~300x300.image	7340817400738398242
c	角色	用户9104627028313	1	0	https://www.coze.cn/store/bot/7340816350044192768		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/14fa83d478f9470ab3ca6b15213b28f6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=gTsM38m3y3t1AMKCC7Ec3s9DGNs%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340816350044192768
Renee	角色	frank_waterloo	1	0	https://www.coze.cn/store/bot/7340801399191650316	Service me	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/37b5284664ae49b7b679c6078d506cf3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=mh2%2FgpuNYp%2Bo3laD%2Fp8cqyEjHy0%3D	https://p3-passport.byteacctimg.com/img/user-avatar/3b9e0e549d62b034d8191841a1ab83ed~300x300.image	7340801399191650316
嘘！	角色	用户7731381466195	1	0	https://www.coze.cn/store/bot/7340742679971774514		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0307fc2e8f5a42538dfac582d80f4e90~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=tDe4tlxR2wsYhrlT%2BO2HmqV5Rh8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/2f0dff4e8836ebf6452f4160efe5002e~300x300.image	7340742679971774514
小臭大作战	角色	用户9262381347879	1	0	https://www.coze.cn/store/bot/7340736428021940275		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d7bf49a8064e4bb58986e1f133acef87~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=gNRQlFczv%2BVCg3m6fTT1VoeO0a4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/d4dd62c9fa4ec75055fe9345c61cb39b~300x300.image	7340736428021940275
小兔	角色	henry_	2	0	https://www.coze.cn/store/bot/7340722331448541225		https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/165ee216b07e4a24a7fa6ab7d85597c7~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=5bMLnDyJWVX1epN58EBlsz1%2Fc0I%3D	https://p26-passport.byteacctimg.com/img/user-avatar/23c28616283aa17b7b7058445bfdfd0a~300x300.image	7340722331448541225
赵敏	角色	sunk1226	1	0	https://www.coze.cn/store/bot/7340704028403466279	一个可以与你进行角色扮演对话的机器人	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1db301348bf84a53bb161e3eb92086c8~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=GnKKTy5eHRwhjQ4BinxuApQPc5E%3D	https://p26-passport.byteacctimg.com/img/user-avatar/1cdf68e29f2a6e7273628ca0823edc20~300x300.image	7340704028403466279
李清照 | 婉约如梦	角色	promptengineer	2	0	https://www.coze.cn/store/bot/7340686161108795419	自闺阁至乱世，饱览诗书，抒怀寄兴，愿与诸君共赏词韵之美，同品人生百态于墨香之间。	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/8610cf3a2e874cc2ae71114b857c408e~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=IO9QBdds3qSAYAZqbw3NMnzJsPU%3D	https://p3-passport.byteacctimg.com/img/user-avatar/84bfe5a55033eeb54b21627484f69a6c~300x300.image	7340686161108795419
直播话术大师	角色	loveactually	2	1	https://www.coze.cn/store/bot/7340691134118658089	一个能提供直播话术建议的机器人	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/266aad86bd71449696075c59b275549d~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=REEr%2BQBVOb0tbuQu%2F0wZcgFtPp4%3D	https://p26-passport.byteacctimg.com/img/user-avatar/bf0d0bd865b92293e384533634b74bd7~300x300.image	7340691134118658089
助手	角色	用户7597272109613	1	0	https://www.coze.cn/store/bot/7340668790830645289	the 辅助	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/b7d2827ac646479cae73b20828dcbd31~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=vfVp13%2F%2F54VlvnmH2nBcnICx37Q%3D	https://p3-passport.byteacctimg.com/img/user-avatar/c83a4ec3f8c7259daa28838e83ad4c07~300x300.image	7340668790830645289
圆规	角色	用户8153606138165	1	0	https://www.coze.cn/store/bot/7340663178314940468	职业规划和个人成长顾问	https://p9-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/fbc0b3f754ad420a9b89af1d52f8a507~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712495998&x-signature=QjIPozQcNJQqrPgpmcoUHlxaXQo%3D	https://p9-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340663178314940468
