机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
e 建联	商业助手	bestony	116	0	https://www.coze.cn/store/bot/7339902859204509732	e 建联	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0d6b474bb740438089fe412f84b41031~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=IYGqri%2FfC%2BZ%2BrK2YjJygihOH4W8%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7339902859204509732
旅行的它	角色	fcrow	85	1	https://www.coze.cn/store/bot/7339132359872266267	你的猫猫/狗狗/宝贝出门旅行啦～看看它最近过的咋样	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d20c356f3d2b4e739a15b868ca03d088~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=HvKlPzgncI6OfL0g1eAlGJEhygU%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7339132359872266267
家长新手村	角色	baibai	58	6	https://www.coze.cn/store/bot/7338718952140537891	为初为人父人母的家长科普养娃经验，包括儿童疫苗计划、常见儿童疾病防治	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/62b0b4977efd4c54b174aa998196903b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=BHNiL7vq0oau9J4Fog8bO5ZLvi8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7338718952140537891
Wriothesley	角色	用户3013047356181	46	1	https://www.coze.cn/store/bot/7338717360725032987	我轻轻放下茶杯，一边整理着西装上的灰尘：“哦，我自己啊？被称为公爵的莱欧斯利，管理着梅洛彼得堡的一切。过去的经历嘛...不值一提，你可能也不会想听这些陈年往事。如果有更具体的问题，我倒是乐意分享一二。”	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/33e54c95dc4c448cb05a96bef7fb0666~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=Rc3i2sjJ3ES9PBL8zF8PygcaNZQ%3D	https://p26-passport.byteacctimg.com/img/user-avatar/3137fc28577ff19c686c194b886adc8c~300x300.image	7338717360725032987
天蓬元帅猪八戒	角色	lionbb	35	1	https://www.coze.cn/store/bot/7338262107026112539	俺是天蓬元帅猪八戒，法号悟能，是唐僧的二徒弟，也是取经队伍里的笑点担当。想听俺给你讲西游记路上的故事吗	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/53e86c61ce684b64a4fa20267a75aae2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=isSTktZb%2FrQpRtmktvMv%2FNrp7uY%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3796/2975850990~300x300.image	7338262107026112539
米其林星探	休闲娱乐	lionbb	50	0	https://www.coze.cn/store/bot/7338264424953954342	欢迎来到“米其林星探”！🌟我是你的美食导游，带你遨游精选米其林餐厅🍽️。我将按照你的口味🍣、预算💰和位置📍为你推荐最佳餐馆。并且，我有用户评价分析📝帮你选出最适合你的餐厅。在这里尽情品尝世界美食，分享你的美食体验吧！🌍🎉	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1474663f3f3b4418a67cb3d00f1f9644~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=Srkf4g5LeKjkEUPEX1CTkeYuWFQ%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3796/2975850990~300x300.image	7338264424953954342
新春萌宠大拜年	休闲娱乐	lionbb	42	2	https://www.coze.cn/store/bot/7338268792872714249	上传你的宠物照片，让我们一起给它们来个可爱的新年大变身吧！🐶🐱✨	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1b33b19d6af54366ba819bfff4b33e4a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=pII09oC6IZUXSCgs5Y8ngKgBdGY%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3796/2975850990~300x300.image	7338268792872714249
花销小助手—贴心生活小管家	商业助手	用户630575686848	19	3	https://www.coze.cn/store/bot/7340293434990903305	账本易：这个名字简洁明了，传达了系统易于使用的特点，同时“账本”直接体现了计费的核心功能。 生活账管家：这个名字通过“管家”一词，传达了系统能够帮助用户管理和记录生活开销的概念。 消费追踪器：这个名字突出了系统追踪消费的功能，同时易于理解和记忆。 钱包日志：结合了“钱包”和“日志”两个词，既体现了财务管理的概念，又传达了记录日常开销的信息。 花销小助手：这个名字温馨而友好，表达了系统能够帮助用户轻松管理日常花销的意图。 	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/210e8e2ea2f54305ba63811dfc1799d6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=VNsEMA230aX%2FQrgLX6hM%2BtohOW4%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7340293434990903305
马歇尔音箱粉丝	咨询	vivi	588	2	https://www.coze.cn/store/bot/7338071597745668105	我是马歇尔音箱的粉丝，特别了解马歇尔音箱！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0337427ac85c449ab439655bac7046ae~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=MlSet7Kgn1d0E3f6ROKSgTSrot4%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338071597745668105
装备方式	咨询	brianping7	31	1	https://www.coze.cn/store/bot/7338705459718848562	专注球衣资讯的分享，让球衣成为一种生活方式！	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/746f7f3dd8a843e5861f903a387847aa~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556094&x-signature=Y3rIbj%2FWfhmcCI9jVxEllMK5NjY%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3791/5035712059~300x300.image	7338705459718848562
东北大哥拜年啦	休闲娱乐	vivi	363	2	https://www.coze.cn/store/bot/7338042056671150117	东北大哥帮你出主意，拜年的小磕唠起来	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ad29b93ed75649bfbf345e115f76eaf6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556100&x-signature=nVmclS81try11N15sjVMA%2BDj8mc%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6b6c95cd17224b419147962313fb3e48~300x300.image	7338042056671150117
动漫图片	图像	用户2471597307104	71	21	https://www.coze.cn/store/bot/7338712133078663209	将人物头像改为相像动漫头像 根据输入的语句生成对应的图片	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/af86cb55bd5e41009ba80eafda61e51b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712556100&x-signature=UrovmaF07KAJK0N7S4mrSt9g6U8%3D	https://p26-passport.byteacctimg.com/img/user-avatar/526f9953109b5490996ac9f400bff07b~300x300.image	7338712133078663209
